19:37:32.973036 TIMED OUT
05:10:29.982487 2022050700 chil7.droot.maxgigapop.net
18:03:44.075090 2022050701 chil7.droot.maxgigapop.net
05:13:51.216649 2022050800 chil2.droot.maxgigapop.net
20:10:48.778485 2022050801 chil6.droot.maxgigapop.net
05:33:28.179202 2022050900 chil7.droot.maxgigapop.net
18:41:07.776872 2022050901 chil5.droot.maxgigapop.net
21:17:14.128003 2022050902 chil6.droot.maxgigapop.net
05:16:28.731632 2022051000 chil3.droot.maxgigapop.net
17:25:56.963664 2022051001 chil5.droot.maxgigapop.net
21:07:48.288339 2022051002 chil5.droot.maxgigapop.net
05:11:53.902415 2022051100 chil2.droot.maxgigapop.net
17:47:04.373782 2022051101 chil5.droot.maxgigapop.net
05:09:09.357867 2022051200 chil2.droot.maxgigapop.net
15:54:02.320068 2022051201 chil2.droot.maxgigapop.net
22:31:51.361560 2022051202 chil1.droot.maxgigapop.net
05:17:21.258558 2022051300 chil7.droot.maxgigapop.net
20:02:17.463273 2022051301 chil5.droot.maxgigapop.net
20:52:41.980183 2022051302 chil6.droot.maxgigapop.net
05:14:42.627864 2022051400 chil5.droot.maxgigapop.net
18:06:39.888086 2022051401 chil1.droot.maxgigapop.net
05:06:54.509842 2022051500 chil7.droot.maxgigapop.net
18:16:46.216731 2022051501 chil7.droot.maxgigapop.net
05:56:26.657145 2022051600 chil2.droot.maxgigapop.net
18:19:26.091356 2022051601 chil6.droot.maxgigapop.net
06:15:27.430218 2022051700 chil2.droot.maxgigapop.net
19:01:57.898178 2022051701 chil1.droot.maxgigapop.net
21:37:42.546486 2022051702 chil7.droot.maxgigapop.net
05:20:27.284700 2022051800 chil2.droot.maxgigapop.net
18:20:49.019585 2022051801 chil7.droot.maxgigapop.net
05:27:41.359990 2022051900 chil6.droot.maxgigapop.net
17:21:17.125267 2022051901 chil5.droot.maxgigapop.net
21:08:20.100496 2022051902 chil3.droot.maxgigapop.net
05:17:06.911945 2022052000 chil1.droot.maxgigapop.net
18:07:09.388444 2022052001 chil6.droot.maxgigapop.net
21:16:47.078842 2022052002 chil2.droot.maxgigapop.net
05:38:45.286027 2022052100 chil3.droot.maxgigapop.net
18:09:00.547749 2022052101 chil2.droot.maxgigapop.net
05:22:43.132825 2022052200 chil1.droot.maxgigapop.net
18:02:51.773256 2022052201 chil7.droot.maxgigapop.net
05:34:36.833842 2022052300 chil5.droot.maxgigapop.net
17:43:36.105488 2022052301 chil5.droot.maxgigapop.net
05:32:35.447144 2022052400 chil1.droot.maxgigapop.net
17:22:44.081763 2022052401 chil5.droot.maxgigapop.net
05:22:54.100035 2022052500 chil1.droot.maxgigapop.net
18:06:17.866426 2022052501 chil3.droot.maxgigapop.net
21:13:12.739047 2022052502 chil1.droot.maxgigapop.net
05:15:30.408231 2022052600 chil2.droot.maxgigapop.net
17:11:12.740350 2022052601 chil2.droot.maxgigapop.net
21:10:13.508880 2022052602 chil1.droot.maxgigapop.net
05:11:38.383020 2022052700 chil5.droot.maxgigapop.net
20:23:59.581746 2022052701 chil5.droot.maxgigapop.net
21:18:02.384703 2022052702 chil1.droot.maxgigapop.net
05:10:47.502599 2022052800 chil1.droot.maxgigapop.net
21:12:42.918326 2022052801 chil7.droot.maxgigapop.net
05:12:12.521155 2022052900 chil5.droot.maxgigapop.net
18:15:41.584354 2022052901 chil2.droot.maxgigapop.net
05:11:00.929193 2022053000 chil5.droot.maxgigapop.net
17:42:50.124832 2022053001 chil7.droot.maxgigapop.net
06:12:45.485881 2022053100 chil5.droot.maxgigapop.net
17:19:09.430638 2022053101 chil5.droot.maxgigapop.net
05:18:07.775992 2022060100 chil2.droot.maxgigapop.net
14:26:09.047788 2022060101 chil5.droot.maxgigapop.net
17:13:16.086413 2022060102 chil5.droot.maxgigapop.net
21:58:04.952064 2022060103 chil5.droot.maxgigapop.net
05:12:04.026557 2022060200 chil6.droot.maxgigapop.net
17:22:02.029124 2022060201 chil5.droot.maxgigapop.net
00:33:41.504739 2022060300 chil5.droot.maxgigapop.net
05:13:33.541480 2022060301 chil3.droot.maxgigapop.net
17:32:09.052064 2022060302 chil7.droot.maxgigapop.net
19:51:08.577820 2022060303 chil5.droot.maxgigapop.net
05:21:03.615705 2022060400 chil3.droot.maxgigapop.net
17:24:07.559771 2022060401 chil2.droot.maxgigapop.net
17:30:19.235871 2022060402 chil7.droot.maxgigapop.net
05:14:25.872850 2022060500 chil3.droot.maxgigapop.net
17:20:51.006996 2022060501 chil6.droot.maxgigapop.net
05:36:37.633609 2022060600 chil5.droot.maxgigapop.net
17:13:17.447721 2022060601 chil6.droot.maxgigapop.net
21:00:16.619960 2022060602 chil3.droot.maxgigapop.net
05:40:12.333465 2022060700 chil1.droot.maxgigapop.net
17:17:42.709963 2022060701 chil6.droot.maxgigapop.net
05:19:54.590469 2022060800 chil3.droot.maxgigapop.net
17:42:08.368100 2022060801 chil5.droot.maxgigapop.net
21:31:46.671450 2022060802 chil2.droot.maxgigapop.net
05:18:30.149438 2022060900 chil5.droot.maxgigapop.net
17:53:39.203833 2022060901 chil5.droot.maxgigapop.net
21:59:42.694180 2022060902 chil7.droot.maxgigapop.net
05:09:29.141047 2022061000 chil2.droot.maxgigapop.net
20:08:07.209037 2022061001 chil6.droot.maxgigapop.net
05:11:32.801404 2022061100 chil1.droot.maxgigapop.net
20:05:09.425866 2022061101 chil6.droot.maxgigapop.net
20:38:16.645054 2022061102 chil1.droot.maxgigapop.net
05:17:08.111715 2022061200 chil2.droot.maxgigapop.net
19:02:22.255746 2022061201 chil2.droot.maxgigapop.net
05:45:30.550049 2022061300 chil3.droot.maxgigapop.net
17:11:39.267895 2022061301 chil6.droot.maxgigapop.net
20:21:40.306892 2022061302 chil2.droot.maxgigapop.net
05:36:26.352293 2022061400 chil2.droot.maxgigapop.net
19:53:14.903069 2022061401 chil3.droot.maxgigapop.net
05:11:13.175133 2022061500 chil5.droot.maxgigapop.net
14:33:30.960660 2022061501 chil3.droot.maxgigapop.net
19:13:44.422564 2022061502 chil1.droot.maxgigapop.net
20:09:23.557973 2022061503 chil2.droot.maxgigapop.net
05:18:39.826847 2022061600 chil5.droot.maxgigapop.net
21:37:27.764738 2022061601 chil5.droot.maxgigapop.net
05:32:27.183972 2022061700 chil3.droot.maxgigapop.net
17:58:19.848061 2022061701 chil5.droot.maxgigapop.net
05:15:30.160085 2022061800 chil1.droot.maxgigapop.net
20:07:01.251778 2022061801 chil3.droot.maxgigapop.net
05:26:56.907418 2022061900 chil6.droot.maxgigapop.net
17:31:26.351481 2022061901 chil3.droot.maxgigapop.net
12:25:14.126210 2022062000 chil5.droot.maxgigapop.net
17:23:27.804062 2022062001 chil2.droot.maxgigapop.net
06:07:20.002131 2022062100 chil1.droot.maxgigapop.net
17:29:59.318898 2022062101 chil7.droot.maxgigapop.net
20:47:20.153696 2022062102 chil5.droot.maxgigapop.net
07:04:51.146486 2022062200 chil2.droot.maxgigapop.net
18:56:17.025200 2022062201 chil5.droot.maxgigapop.net
20:32:56.838162 2022062202 chil6.droot.maxgigapop.net
05:14:50.040674 2022062300 chil6.droot.maxgigapop.net
18:22:39.102550 2022062301 chil5.droot.maxgigapop.net
05:07:53.486703 2022062400 chil1.droot.maxgigapop.net
17:32:42.373209 2022062401 chil3.droot.maxgigapop.net
21:50:54.053707 2022062402 chil6.droot.maxgigapop.net
05:15:07.857252 2022062500 chil1.droot.maxgigapop.net
17:22:43.122714 2022062501 chil2.droot.maxgigapop.net
05:08:17.049184 2022062600 chil1.droot.maxgigapop.net
18:00:40.716477 2022062601 chil5.droot.maxgigapop.net
05:18:56.912880 2022062700 chil2.droot.maxgigapop.net
17:37:56.409070 2022062701 chil1.droot.maxgigapop.net
20:40:49.412156 2022062702 chil2.droot.maxgigapop.net
05:21:34.739163 2022062800 chil5.droot.maxgigapop.net
17:25:00.438890 2022062801 chil3.droot.maxgigapop.net
05:37:51.696082 2022062900 chil1.droot.maxgigapop.net
15:03:50.968532 2022062901 chil3.droot.maxgigapop.net
05:30:12.840554 2022062902 chil6.droot.maxgigapop.net
05:40:12.255233 2022063000 chil6.droot.maxgigapop.net
18:11:43.699840 2022063001 chil5.droot.maxgigapop.net
12:57:17.208994 2022070100 chil7.droot.maxgigapop.net
17:21:42.770386 2022070101 chil5.droot.maxgigapop.net
20:04:26.923264 2022070102 chil5.droot.maxgigapop.net
05:35:13.559951 2022070200 chil1.droot.maxgigapop.net
17:17:19.214372 2022070201 chil1.droot.maxgigapop.net
06:18:27.468276 2022070300 chil5.droot.maxgigapop.net
17:38:59.737221 2022070301 chil7.droot.maxgigapop.net
05:49:57.879309 2022070400 chil1.droot.maxgigapop.net
17:20:21.392176 2022070401 chil7.droot.maxgigapop.net
05:32:16.130361 2022070500 chil1.droot.maxgigapop.net
17:47:10.602731 2022070501 chil6.droot.maxgigapop.net
05:42:09.005483 2022070600 chil1.droot.maxgigapop.net
16:03:13.618264 2022070601 chil5.droot.maxgigapop.net
20:43:07.835135 2022070602 chil6.droot.maxgigapop.net
06:21:19.581678 2022070700 chil6.droot.maxgigapop.net
17:10:20.209886 2022070701 chil7.droot.maxgigapop.net
07:30:31.718670 2022070800 chil6.droot.maxgigapop.net
17:47:24.014760 2022070801 chil7.droot.maxgigapop.net
21:16:39.938817 2022070802 chil6.droot.maxgigapop.net
05:30:14.354580 2022070900 chil3.droot.maxgigapop.net
17:23:55.106201 2022070901 chil1.droot.maxgigapop.net
01:05:44.672613 2022071000 chil2.droot.maxgigapop.net
05:44:32.628444 2022071001 chil3.droot.maxgigapop.net
17:48:31.820025 2022071002 chil7.droot.maxgigapop.net
12:33:30.740170 2022071100 chil5.droot.maxgigapop.net
17:27:46.722800 2022071101 chil1.droot.maxgigapop.net
21:12:29.509954 2022071102 chil2.droot.maxgigapop.net
05:56:11.671507 2022071200 chil3.droot.maxgigapop.net
18:20:16.545732 2022071201 chil1.droot.maxgigapop.net
21:30:32.929347 2022071202 chil1.droot.maxgigapop.net
07:58:07.209741 2022071300 chil7.droot.maxgigapop.net
19:07:52.574106 2022071301 chil1.droot.maxgigapop.net
21:34:48.390639 2022071302 chil6.droot.maxgigapop.net
05:17:59.102674 2022071400 chil5.droot.maxgigapop.net
17:08:45.380191 2022071401 chil1.droot.maxgigapop.net
21:21:36.053821 2022071402 chil7.droot.maxgigapop.net
05:17:07.526862 2022071500 chil3.droot.maxgigapop.net
17:53:23.301265 2022071501 chil6.droot.maxgigapop.net
21:14:07.211459 2022071502 chil2.droot.maxgigapop.net
05:11:49.931605 2022071600 chil5.droot.maxgigapop.net
17:09:38.663629 2022071601 chil6.droot.maxgigapop.net
09:09:13.926409 2022071700 chil2.droot.maxgigapop.net
17:46:35.117729 2022071701 chil5.droot.maxgigapop.net
06:21:28.223143 2022071800 chil5.droot.maxgigapop.net
17:13:52.932870 2022071801 chil6.droot.maxgigapop.net
21:33:58.549048 2022071802 chil7.droot.maxgigapop.net
12:31:59.917586 2022071900 chil1.droot.maxgigapop.net
17:13:00.599668 2022071901 chil3.droot.maxgigapop.net
12:41:35.124130 2022072000 chil7.droot.maxgigapop.net
17:17:41.170873 2022072001 chil1.droot.maxgigapop.net
21:10:02.284747 2022072002 chil1.droot.maxgigapop.net
05:18:18.890534 2022072100 chil5.droot.maxgigapop.net
14:32:56.085821 2022072101 chil6.droot.maxgigapop.net
17:15:18.136473 2022072102 chil2.droot.maxgigapop.net
21:57:07.647402 2022072103 chil1.droot.maxgigapop.net
05:15:32.259335 2022072200 chil2.droot.maxgigapop.net
18:02:20.555426 2022072201 chil7.droot.maxgigapop.net
21:18:03.436519 2022072202 chil3.droot.maxgigapop.net
05:15:27.907830 2022072300 chil1.droot.maxgigapop.net
17:19:23.295149 2022072301 chil6.droot.maxgigapop.net
05:11:54.217425 2022072400 chil1.droot.maxgigapop.net
17:48:37.581704 2022072401 chil1.droot.maxgigapop.net
08:38:02.248084 2022072500 chil1.droot.maxgigapop.net
17:08:46.521072 2022072501 chil2.droot.maxgigapop.net
21:24:17.743916 2022072502 chil7.droot.maxgigapop.net
07:14:56.683393 2022072600 chil3.droot.maxgigapop.net
17:09:06.316178 2022072601 chil2.droot.maxgigapop.net
21:57:05.910395 2022072602 chil2.droot.maxgigapop.net
13:44:12.217495 2022072700 chil6.droot.maxgigapop.net
17:29:52.925944 2022072701 chil1.droot.maxgigapop.net
21:22:26.230161 2022072702 chil2.droot.maxgigapop.net
05:17:23.313347 2022072800 chil3.droot.maxgigapop.net
20:14:12.839253 2022072801 chil2.droot.maxgigapop.net
21:05:09.811548 2022072802 chil3.droot.maxgigapop.net
